,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,pension
2243,57,retired,married,secondary,no,1841,no,no,telephone,5,jun,302,1,-1,0,unknown,0
2244,25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,1
2245,21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,unknown,0
2246,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown,0
2247,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,1
2248,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,0
2249,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown,0
2250,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown,0
2251,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,0
2252,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,0
2253,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,1
2254,41,unemployed,single,primary,no,216,no,no,cellular,5,jun,577,3,-1,0,unknown,0
2255,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown,0
2256,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,0
2257,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown,0
2258,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown,1
2259,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success,0
2260,36,services,married,primary,no,92,yes,no,cellular,5,jun,244,7,-1,0,unknown,1
2261,33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown,0
2262,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,0
2263,49,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,unknown,0
2264,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,0
2265,34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown,0
2266,35,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,-1,0,unknown,1
2267,32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,0
2268,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,0
2269,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,0
2270,25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown,1
2271,25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,0
2272,60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure,0
2273,40,self-employed,single,tertiary,no,10346,no,no,cellular,15,jun,491,2,207,1,other,0
2274,50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,1
2275,32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,0
2276,60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,0
2277,32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,0
2278,52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,0
2279,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,0
2280,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,0
2281,47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,0
2282,43,management,married,tertiary,no,3518,no,no,cellular,15,jun,181,2,-1,0,unknown,0
2283,25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,0
2284,31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,0
2285,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,0
2286,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,0
2287,37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,0
2288,27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,-1,0,unknown,0
2289,49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown,0
2290,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,0
2291,28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,0
2292,33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,0
2293,31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown,1
2294,32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,0
2295,30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,0
2296,34,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,unknown,0
2297,58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,0
2298,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,0
2299,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,1
2300,49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure,0
2301,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,0
2302,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,0
2303,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,0
2304,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,0
2305,37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure,0
2306,68,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown,0
2307,71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,0
2308,54,management,married,tertiary,no,1464,no,no,cellular,30,jun,157,1,-1,0,unknown,1
2309,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,0
2310,22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,0
2311,44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,unknown,1
2312,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,0
2313,72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success,0
2314,69,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,unknown,0
2315,41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,unknown,1
2316,44,blue-collar,married,secondary,no,88,yes,no,cellular,2,jul,275,1,-1,0,unknown,0
2317,32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,1
2318,79,retired,married,secondary,no,668,no,no,telephone,2,jul,363,1,-1,0,unknown,0
2319,33,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,1,-1,0,unknown,1
2320,45,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,-1,0,unknown,0
2321,40,management,married,tertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success,0
2322,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure,1
2323,30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,1,-1,0,unknown,0
2324,58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,unknown,0
2325,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,0
2326,31,blue-collar,married,secondary,no,625,yes,no,cellular,2,jul,135,2,49,3,failure,0
2327,45,admin.,married,unknown,no,5511,no,no,cellular,2,jul,272,1,-1,0,unknown,0
2328,56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown,0
2329,46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,247,2,-1,0,unknown,0
2330,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,0
2331,27,services,single,secondary,no,302,no,no,cellular,3,jul,203,1,-1,0,unknown,0
2332,30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success,0
2333,26,self-employed,single,tertiary,no,2857,no,no,cellular,3,jul,446,1,-1,0,unknown,0
2334,35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,0
2335,52,blue-collar,married,primary,no,1524,no,no,cellular,3,jul,1007,6,-1,0,unknown,0
2336,54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown,0
2337,41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other,0
2338,24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,-1,0,unknown,0
2339,28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,-1,0,unknown,0
2340,62,management,married,tertiary,no,2785,no,no,cellular,6,jul,270,3,-1,0,unknown,0
2341,52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown,1
2342,23,services,single,secondary,no,870,no,no,cellular,6,jul,316,4,-1,0,unknown,0
2343,82,retired,married,primary,no,8603,no,no,cellular,7,jul,429,1,-1,0,unknown,0
2344,63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,1,-1,0,unknown,0
2345,32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown,0
2346,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown,1
2347,37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,0
2348,40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,unknown,0
2349,66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,-1,0,unknown,0
2350,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown,0
2351,38,unemployed,married,primary,no,7005,yes,no,cellular,7,jul,370,1,412,1,failure,0
2352,27,student,single,secondary,no,111,no,no,cellular,7,jul,495,2,-1,0,unknown,0
2353,58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,0
2354,49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown,0
2355,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,1,failure,0
2356,31,management,single,tertiary,no,307,no,no,cellular,8,jul,361,1,229,2,failure,1
2357,38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,0
2358,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,0
2359,71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown,0
2360,52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,1
2361,55,management,married,unknown,no,3122,no,no,cellular,8,jul,349,1,-1,0,unknown,0
2362,46,blue-collar,married,secondary,no,922,yes,no,telephone,8,jul,576,1,-1,0,unknown,1
2363,28,management,single,tertiary,no,3796,no,no,cellular,8,jul,315,2,-1,0,unknown,0
2364,22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,-1,0,unknown,0
2365,49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,1
2366,20,student,single,unknown,no,829,no,no,cellular,9,jul,253,2,-1,0,unknown,0
2367,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,0
2368,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown,1
2369,73,management,married,tertiary,no,1609,no,no,cellular,14,jul,169,2,-1,0,unknown,0
2370,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,0
2371,59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,unknown,0
2372,25,student,single,tertiary,no,58,no,no,cellular,24,jul,139,5,-1,0,unknown,0
2373,44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,332,2,181,2,failure,1
2374,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,1
2375,25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,0
2376,28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,unknown,0
2377,52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,218,1,-1,0,unknown,0
2378,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,0
2379,49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,185,1,-1,0,unknown,0
2380,33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,-1,0,unknown,0
2381,47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,1
2382,68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,0
2383,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,1
2384,46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,1
2385,29,technician,single,secondary,no,382,no,no,cellular,5,aug,409,4,-1,0,unknown,0
2386,55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,0
2387,30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,0
2388,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,0
2389,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,0
2390,21,student,single,secondary,no,216,no,no,cellular,5,aug,414,1,-1,0,unknown,0
2391,45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,unknown,0
2392,43,management,married,tertiary,no,1791,no,no,cellular,5,aug,254,1,-1,0,unknown,0
2393,47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,0
2394,20,student,married,unknown,no,292,no,no,cellular,5,aug,385,2,93,1,failure,0
2395,37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,0
2396,61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown,0
2397,57,services,single,secondary,no,0,no,no,cellular,6,aug,355,1,-1,0,unknown,0
2398,40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,2,98,6,success,0
2399,53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1452,1,98,2,failure,0
2400,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,0
2401,67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,0
2402,66,retired,married,tertiary,no,3,no,no,cellular,6,aug,550,1,-1,0,unknown,0
2403,67,management,married,tertiary,no,405,no,no,cellular,7,aug,345,2,-1,0,unknown,0
2404,57,retired,married,secondary,no,168,no,no,cellular,7,aug,342,1,-1,0,unknown,0
2405,38,admin.,married,tertiary,no,4297,no,no,cellular,7,aug,206,2,-1,0,unknown,0
2406,56,management,divorced,tertiary,no,10532,no,no,cellular,7,aug,324,1,-1,0,unknown,0
2407,46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,1
2408,69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,-1,0,unknown,0
2409,32,services,single,secondary,no,6983,no,no,cellular,7,aug,255,1,-1,0,unknown,0
2410,72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,0
2411,41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure,0
2412,72,retired,married,primary,no,1612,no,no,cellular,7,aug,530,2,-1,0,unknown,0
2413,33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,456,1,-1,0,unknown,0
2414,37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success,0
2415,34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,1
2416,44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,166,1,99,2,other,0
2417,42,services,single,secondary,no,3403,yes,no,cellular,7,aug,215,1,99,1,failure,1
2418,58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,1,99,2,success,0
2419,34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,1,-1,0,unknown,0
2420,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,0
2421,71,retired,married,primary,no,2600,no,no,cellular,7,aug,212,1,-1,0,unknown,0
2422,23,student,single,secondary,no,0,no,no,cellular,7,aug,217,1,99,7,success,0
2423,60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,231,3,-1,0,unknown,0
2424,18,student,single,unknown,no,108,no,no,cellular,10,aug,167,1,-1,0,unknown,0
2425,54,technician,married,secondary,no,10185,no,no,cellular,10,aug,559,1,70,2,other,0
2426,59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,252,1,185,2,success,0
2427,32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure,1
2428,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,0
2429,31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,0
2430,42,blue-collar,married,primary,no,201,yes,no,cellular,11,aug,265,1,103,3,success,0
2431,42,unemployed,married,unknown,no,190,no,no,cellular,11,aug,704,2,-1,0,unknown,0
2432,42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,0
2433,70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,651,1,-1,0,unknown,0
2434,57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure,0
2435,60,retired,married,secondary,no,1853,no,no,cellular,11,aug,408,1,-1,0,unknown,0
2436,53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,aug,254,1,-1,0,unknown,0
2437,48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,140,1,-1,0,unknown,0
2438,30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,2,99,4,success,1
2439,39,management,single,tertiary,no,3840,yes,no,cellular,11,aug,315,2,-1,0,unknown,1
2440,42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,0
2441,26,admin.,single,secondary,no,96,no,no,cellular,11,aug,349,1,70,3,failure,0
2442,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,1,-1,0,unknown,0
2443,40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,1
2444,39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,116,2,failure,0
2445,58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,0
2446,42,blue-collar,married,secondary,no,413,yes,no,cellular,11,aug,589,2,-1,0,unknown,0
2447,31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,1
2448,21,student,single,secondary,no,123,no,no,telephone,12,aug,449,1,-1,0,unknown,0
2449,35,self-employed,single,tertiary,no,353,no,no,cellular,12,aug,582,1,-1,0,unknown,0
2450,50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,1
2451,36,management,single,tertiary,no,3850,yes,no,cellular,12,aug,239,2,100,4,failure,0
2452,75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown,0
2453,20,student,single,primary,no,6991,no,no,cellular,12,aug,178,2,-1,0,unknown,0
2454,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,0
2455,41,management,married,tertiary,no,27696,no,no,cellular,12,aug,147,2,104,1,failure,0
2456,59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,422,3,failure,0
2457,36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,1
2458,18,student,single,primary,no,608,no,no,cellular,12,aug,267,1,-1,0,unknown,0
2459,34,management,single,tertiary,no,48,yes,no,cellular,12,aug,810,3,93,6,failure,0
2460,55,management,married,primary,no,113,no,no,cellular,12,aug,306,1,457,3,failure,0
2461,33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,0
2462,43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,1
2463,34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,0
2464,35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,1
2465,43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,1
2466,74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,0
2467,45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,0
2468,38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784,3,94,10,failure,1
2469,32,management,single,tertiary,no,2465,no,no,cellular,13,aug,414,1,-1,0,unknown,0
2470,29,admin.,single,tertiary,no,41,yes,no,cellular,13,aug,148,2,-1,0,unknown,0
2471,31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,0
2472,50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,0
2473,44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,unknown,0
2474,23,student,single,secondary,no,431,no,no,cellular,13,aug,496,2,-1,0,unknown,0
2475,56,management,married,tertiary,no,616,no,no,cellular,13,aug,293,2,105,2,success,0
2476,76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,0
2477,28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,0
2478,34,management,single,tertiary,no,13014,no,no,cellular,13,aug,738,1,-1,0,unknown,0
2479,56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,101,2,success,0
2480,45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,0
2481,36,technician,single,secondary,no,376,no,no,cellular,13,aug,479,1,-1,0,unknown,1
2482,57,retired,single,tertiary,no,842,no,no,cellular,13,aug,284,3,-1,0,unknown,0
2483,49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,1
2484,49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,0
2485,37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,-1,0,unknown,1
2486,46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,-1,0,unknown,0
2487,26,admin.,single,secondary,no,255,no,no,cellular,14,aug,209,2,106,2,success,0
2488,47,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,0
2489,36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,-1,0,unknown,0
2490,37,student,single,unknown,no,444,no,no,cellular,14,aug,137,1,102,5,success,0
2491,62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,0
2492,26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,unknown,0
2493,45,management,married,tertiary,no,2671,no,no,cellular,14,aug,94,4,-1,0,unknown,1
2494,63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,1
2495,25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,0
2496,60,retired,married,unknown,no,209,no,no,cellular,14,aug,391,3,106,1,failure,0
2497,44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,0
2498,33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,0
2499,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,1
2500,46,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260,3,457,1,other,0
2501,42,admin.,married,primary,no,-306,yes,no,cellular,17,aug,308,1,459,1,success,0
2502,56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,0
2503,82,retired,married,secondary,no,276,no,no,telephone,17,aug,199,1,-1,0,unknown,0
2504,77,retired,married,tertiary,no,0,no,no,cellular,17,aug,286,1,-1,0,unknown,0
2505,36,services,single,tertiary,no,1189,no,no,cellular,17,aug,220,1,-1,0,unknown,1
2506,35,management,single,tertiary,no,431,no,no,cellular,17,aug,343,2,397,1,failure,0
2507,50,technician,married,secondary,no,2218,yes,no,cellular,17,aug,711,1,-1,0,unknown,0
2508,62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,0
2509,26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,1
2510,55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,-1,0,unknown,0
2511,22,student,single,secondary,no,948,no,no,telephone,18,aug,215,1,197,2,failure,0
2512,30,student,single,secondary,no,48,no,no,cellular,18,aug,161,1,173,1,failure,0
2513,34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,1,84,2,failure,0
2514,31,management,married,tertiary,no,537,yes,no,cellular,18,aug,216,1,-1,0,unknown,0
2515,55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,0
2516,67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441,1,-1,0,unknown,0
2517,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,0
2518,25,technician,single,tertiary,no,3411,no,no,cellular,19,aug,225,2,-1,0,unknown,0
2519,59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,335,1,-1,0,unknown,0
2520,44,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240,2,271,1,other,0
2521,42,management,married,tertiary,no,976,no,no,cellular,19,aug,164,1,-1,0,unknown,1
2522,29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,0
2523,32,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,3,-1,0,unknown,0
2524,30,management,single,tertiary,no,5359,no,no,cellular,19,aug,145,1,84,2,success,0
2525,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,0
2526,25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown,1
2527,34,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,474,1,-1,0,unknown,0
2528,35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,unknown,0
2529,45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,1,-1,0,unknown,0
2530,20,student,single,secondary,no,215,no,no,cellular,21,aug,228,4,183,1,other,0
2531,60,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,3,91,1,success,0
2532,47,management,married,tertiary,no,0,no,yes,cellular,21,aug,374,1,-1,0,unknown,0
2533,25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,0
2534,65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276,1,-1,0,unknown,0
2535,50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,0
2536,22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,0
2537,43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,0
2538,53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,0
2539,71,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,534,3,-1,0,unknown,0
2540,28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,0
2541,59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success,0
2542,29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,0
